transaction_id,card_id,date,amount,merchant_category
TXN0001024,CARD00034,2024-01-07,6021.09,Servicios
TXN0001338,CARD00043,2024-01-07,2539.55,Nómina
TXN0001594,CARD00051,2024-01-07,1369.34,Renta
TXN0001758,CARD00057,2024-01-07,3853.68,Logística
TXN0001773,CARD00058,2024-01-07,3113.11,Insumos
TXN0001836,CARD00059,2024-01-07,2300.69,Marketing
TXN0000042,CARD00001,2024-01-08,2796.14,Insumos
TXN0000567,CARD00020,2024-01-08,2276.01,Insumos
TXN0000882,CARD00030,2024-01-08,2904.42,Insumos
TXN0000917,CARD00031,2024-01-08,4238.27,Renta
TXN0001047,CARD00035,2024-01-08,1824.22,Nómina
TXN0001404,CARD00045,2024-01-08,2255.59,Marketing
TXN0001475,CARD00047,2024-01-08,363.14,Marketing
TXN0001499,CARD00048,2024-01-08,3033.56,Nómina
TXN0001503,CARD00049,2024-01-08,3138.08,Nómina
TXN0001561,CARD00050,2024-01-08,1449.76,Insumos
TXN0001939,CARD00062,2024-01-08,2675.94,Servicios
TXN0000141,CARD00005,2024-01-09,2543.34,Servicios
TXN0000158,CARD00006,2024-01-09,1703.82,Servicios
TXN0000189,CARD00008,2024-01-09,1257.21,Logística
TXN0000294,CARD00011,2024-01-09,1717.54,Logística
TXN0000350,CARD00013,2024-01-09,4261.54,Insumos
TXN0000477,CARD00018,2024-01-09,3925.7,Logística
TXN0000504,CARD00018,2024-01-09,5024.56,Servicios
TXN0000677,CARD00024,2024-01-09,5165.16,Renta
TXN0000951,CARD00032,2024-01-09,5908.03,Servicios
TXN0000963,CARD00032,2024-01-09,3650.78,Logística
TXN0000982,CARD00033,2024-01-09,3001.66,Marketing
TXN0001079,CARD00035,2024-01-09,2462.04,Renta
TXN0001229,CARD00040,2024-01-09,2773.66,Insumos
TXN0001269,CARD00041,2024-01-09,4647.75,Renta
TXN0001712,CARD00055,2024-01-09,4960.38,Servicios
TXN0001870,CARD00060,2024-01-09,4300.72,Nómina
TXN0000215,CARD00008,2024-01-10,2825.59,Logística
TXN0000252,CARD00009,2024-01-10,4090.93,Renta
TXN0000574,CARD00020,2024-01-10,50.0,Servicios
TXN0000585,CARD00021,2024-01-10,7500.52,Insumos
TXN0000638,CARD00022,2024-01-10,5816.38,Logística
TXN0000839,CARD00029,2024-01-10,3818.28,Servicios
TXN0001081,CARD00035,2024-01-10,5102.78,Marketing
TXN0001275,CARD00041,2024-01-10,371.58,Insumos
TXN0001739,CARD00056,2024-01-10,5029.85,Servicios
TXN0001858,CARD00060,2024-01-10,3644.81,Insumos
TXN0000248,CARD00009,2024-01-11,2494.44,Nómina
TXN0000344,CARD00013,2024-01-11,3104.44,Logística
TXN0000489,CARD00018,2024-01-11,1658.23,Nómina
TXN0000891,CARD00030,2024-01-11,6034.65,Renta
TXN0001208,CARD00039,2024-01-11,490.32,Logística
TXN0001238,CARD00040,2024-01-11,2368.28,Marketing
TXN0001264,CARD00041,2024-01-11,4223.43,Logística
TXN0001364,CARD00044,2024-01-11,4856.5,Marketing
TXN0001398,CARD00045,2024-01-11,2198.88,Marketing
TXN0001468,CARD00047,2024-01-11,410.48,Logística
TXN0001587,CARD00051,2024-01-11,4576.09,Renta
TXN0001982,CARD00064,2024-01-11,2488.76,Logística
TXN0002028,CARD00066,2024-01-11,4194.81,Servicios
TXN0000175,CARD00007,2024-01-12,3281.58,Servicios
TXN0000298,CARD00011,2024-01-12,4453.38,Insumos
TXN0000346,CARD00013,2024-01-12,3083.09,Insumos
TXN0000474,CARD00018,2024-01-12,5496.28,Renta
TXN0000676,CARD00024,2024-01-12,50.0,Insumos
TXN0000868,CARD00030,2024-01-12,5150.27,Insumos
TXN0000971,CARD00033,2024-01-12,4299.9,Renta
TXN0000977,CARD00033,2024-01-12,1526.22,Logística
TXN0001093,CARD00036,2024-01-12,3686.12,Marketing
TXN0001127,CARD00037,2024-01-12,2754.72,Nómina
TXN0001358,CARD00044,2024-01-12,1127.94,Logística
TXN0001493,CARD00048,2024-01-12,5588.69,Marketing
TXN0001890,CARD00061,2024-01-12,50.0,Logística
TXN0001907,CARD00061,2024-01-12,3494.38,Renta
TXN0002017,CARD00065,2024-01-12,4280.47,Insumos
TXN0000209,CARD00008,2024-01-13,5292.68,Marketing
TXN0000283,CARD00010,2024-01-13,2386.43,Nómina
TXN0000291,CARD00011,2024-01-13,2876.84,Servicios
TXN0000297,CARD00011,2024-01-13,4372.75,Renta
TXN0000320,CARD00012,2024-01-13,3464.81,Renta
TXN0000357,CARD00013,2024-01-13,3131.89,Servicios
TXN0000491,CARD00018,2024-01-13,2806.94,Insumos
TXN0000587,CARD00021,2024-01-13,3392.77,Renta
TXN0000731,CARD00025,2024-01-13,3342.5,Servicios
TXN0000939,CARD00031,2024-01-13,3281.18,Marketing
TXN0001173,CARD00038,2024-01-13,4199.94,Servicios
TXN0001292,CARD00042,2024-01-13,2006.12,Nómina
TXN0001559,CARD00050,2024-01-13,4920.22,Servicios
TXN0000085,CARD00004,2024-01-14,4248.92,Logística
TXN0000234,CARD00009,2024-01-14,3760.71,Marketing
TXN0000267,CARD00010,2024-01-14,3549.42,Renta
TXN0000299,CARD00011,2024-01-14,5185.34,Insumos
TXN0000327,CARD00012,2024-01-14,3270.68,Nómina
TXN0000482,CARD00018,2024-01-14,4246.91,Servicios
TXN0000576,CARD00020,2024-01-14,3440.63,Insumos
TXN0000773,CARD00027,2024-01-14,3838.16,Insumos
TXN0001282,CARD00042,2024-01-14,6034.36,Renta
TXN0001455,CARD00047,2024-01-14,4207.06,Renta
TXN0001673,CARD00054,2024-01-14,3527.49,Nómina
TXN0001716,CARD00056,2024-01-14,5697.41,Insumos
TXN0001760,CARD00057,2024-01-14,3789.38,Logística
TXN0001968,CARD00063,2024-01-14,3224.09,Nómina
TXN0002019,CARD00066,2024-01-14,4294.32,Servicios
TXN0002090,CARD00068,2024-01-14,1471.8,Renta
TXN0000016,CARD00001,2024-01-15,2119.26,Insumos
TXN0000150,CARD00006,2024-01-15,2244.2,Marketing
TXN0000308,CARD00011,2024-01-15,4314.78,Renta
TXN0000589,CARD00021,2024-01-15,4767.11,Insumos
TXN0000605,CARD00021,2024-01-15,4337.11,Logística
TXN0000612,CARD00022,2024-01-15,2993.41,Renta
TXN0000618,CARD00022,2024-01-15,4688.0,Renta
TXN0000633,CARD00022,2024-01-15,1847.45,Servicios
TXN0000702,CARD00024,2024-01-15,8702.22,Insumos
TXN0001012,CARD00034,2024-01-15,2544.61,Logística
TXN0001141,CARD00038,2024-01-15,2202.68,Marketing
TXN0001171,CARD00038,2024-01-15,660.19,Marketing
TXN0001194,CARD00039,2024-01-15,2722.81,Logística
TXN0001328,CARD00043,2024-01-15,3615.49,Renta
TXN0001500,CARD00048,2024-01-15,2650.0,Logística
TXN0001547,CARD00050,2024-01-15,1559.36,Marketing
TXN0001568,CARD00050,2024-01-15,4313.89,Insumos
TXN0001632,CARD00053,2024-01-15,2868.91,Marketing
TXN0001684,CARD00055,2024-01-15,3482.1,Insumos
TXN0001995,CARD00064,2024-01-15,3388.63,Insumos
TXN0000312,CARD00012,2024-01-16,2146.69,Marketing
TXN0000429,CARD00016,2024-01-16,5368.02,Nómina
TXN0000767,CARD00027,2024-01-16,1894.19,Marketing
TXN0000991,CARD00033,2024-01-16,2737.87,Nómina
TXN0001054,CARD00035,2024-01-16,2108.18,Logística
TXN0001326,CARD00043,2024-01-16,5038.46,Renta
TXN0001549,CARD00050,2024-01-16,3785.61,Logística
TXN0002052,CARD00067,2024-01-16,3746.24,Servicios
TXN0000173,CARD00007,2024-01-17,4816.44,Servicios
TXN0000178,CARD00007,2024-01-17,1116.52,Insumos
TXN0000188,CARD00008,2024-01-17,4168.68,Renta
TXN0000202,CARD00008,2024-01-17,1926.5,Nómina
TXN0000269,CARD00010,2024-01-17,6420.55,Insumos
TXN0000998,CARD00033,2024-01-17,50.0,Logística
TXN0001084,CARD00035,2024-01-17,2938.66,Insumos
TXN0001122,CARD00037,2024-01-17,3686.33,Marketing
TXN0001277,CARD00042,2024-01-17,4293.68,Servicios
TXN0001423,CARD00046,2024-01-17,2362.47,Renta
TXN0001923,CARD00061,2024-01-17,1987.85,Nómina
TXN0000144,CARD00005,2024-01-18,3563.47,Logística
TXN0000672,CARD00024,2024-01-18,3562.74,Servicios
TXN0001005,CARD00034,2024-01-18,4334.0,Logística
TXN0001235,CARD00040,2024-01-18,3173.52,Renta
TXN0001288,CARD00042,2024-01-18,2640.44,Servicios
TXN0001367,CARD00044,2024-01-18,4075.26,Marketing
TXN0001529,CARD00049,2024-01-18,1234.38,Servicios
TXN0001531,CARD00049,2024-01-18,2814.5,Insumos
TXN0001703,CARD00055,2024-01-18,3456.28,Logística
TXN0001713,CARD00056,2024-01-18,5087.61,Servicios
TXN0001805,CARD00058,2024-01-18,5344.34,Nómina
TXN0002007,CARD00065,2024-01-18,3884.13,Marketing
TXN0002014,CARD00065,2024-01-18,1626.41,Nómina
TXN0000128,CARD00005,2024-01-19,4671.54,Servicios
TXN0000191,CARD00008,2024-01-19,3429.52,Insumos
TXN0000987,CARD00033,2024-01-19,2483.02,Renta
TXN0001091,CARD00036,2024-01-19,3338.28,Servicios
TXN0001154,CARD00038,2024-01-19,5414.96,Insumos
TXN0001196,CARD00039,2024-01-19,2777.99,Marketing
TXN0001222,CARD00040,2024-01-19,3396.32,Servicios
TXN0001619,CARD00053,2024-01-19,2360.81,Logística
TXN0001719,CARD00056,2024-01-19,2159.97,Marketing
TXN0001949,CARD00063,2024-01-19,4087.72,Insumos
TXN0001988,CARD00064,2024-01-19,4118.81,Marketing
TXN0000066,CARD00003,2024-01-20,3368.1,Marketing
TXN0000068,CARD00003,2024-01-20,3432.53,Marketing
TXN0000340,CARD00013,2024-01-20,1759.82,Marketing
TXN0000472,CARD00017,2024-01-20,7101.81,Logística
TXN0000598,CARD00021,2024-01-20,2497.32,Marketing
TXN0000765,CARD00027,2024-01-20,4547.9,Nómina
TXN0000968,CARD00033,2024-01-20,7992.34,Servicios
TXN0001167,CARD00038,2024-01-20,3213.25,Nómina
TXN0001361,CARD00044,2024-01-20,3228.57,Nómina
TXN0001530,CARD00049,2024-01-20,1900.06,Insumos
TXN0001701,CARD00055,2024-01-20,4038.84,Nómina
TXN0000091,CARD00004,2024-01-21,6282.45,Nómina
TXN0000186,CARD00008,2024-01-21,4268.5,Marketing
TXN0000373,CARD00014,2024-01-21,50.0,Marketing
TXN0000526,CARD00019,2024-01-21,1665.12,Nómina
TXN0000930,CARD00031,2024-01-21,50.0,Nómina
TXN0001492,CARD00048,2024-01-21,3086.46,Insumos
TXN0001590,CARD00051,2024-01-21,3695.77,Nómina
TXN0000065,CARD00003,2024-01-22,3811.51,Nómina
TXN0000265,CARD00010,2024-01-22,4878.65,Renta
TXN0000330,CARD00013,2024-01-22,50.0,Marketing
TXN0000512,CARD00019,2024-01-22,3785.21,Renta
TXN0000521,CARD00019,2024-01-22,2884.53,Nómina
TXN0000874,CARD00030,2024-01-22,3615.75,Renta
TXN0000919,CARD00031,2024-01-22,4928.67,Marketing
TXN0001574,CARD00050,2024-01-22,3396.68,Nómina
TXN0001715,CARD00056,2024-01-22,5208.28,Renta
TXN0001812,CARD00059,2024-01-22,5875.86,Logística
TXN0001986,CARD00064,2024-01-22,2957.65,Servicios
TXN0002029,CARD00066,2024-01-22,7755.49,Servicios
TXN0000165,CARD00006,2024-01-23,5441.89,Servicios
TXN0000376,CARD00014,2024-01-23,4936.23,Nómina
TXN0000811,CARD00028,2024-01-23,2438.88,Logística
TXN0000840,CARD00029,2024-01-23,2305.29,Nómina
TXN0001168,CARD00038,2024-01-23,3362.8,Logística
TXN0001305,CARD00042,2024-01-23,4657.93,Nómina
TXN0001407,CARD00045,2024-01-23,1933.16,Marketing
TXN0001485,CARD00048,2024-01-23,1891.65,Insumos
TXN0001486,CARD00048,2024-01-23,3020.48,Renta
TXN0001488,CARD00048,2024-01-23,668.27,Servicios
TXN0001638,CARD00053,2024-01-23,2222.04,Logística
TXN0001954,CARD00063,2024-01-23,3506.38,Servicios
TXN0001987,CARD00064,2024-01-23,3113.71,Servicios
TXN0002002,CARD00065,2024-01-23,2793.62,Marketing
TXN0000069,CARD00003,2024-01-24,4879.59,Servicios
TXN0000112,CARD00004,2024-01-24,3445.88,Servicios
TXN0000458,CARD00017,2024-01-24,6797.69,Renta
TXN0000560,CARD00020,2024-01-24,2879.58,Logística
TXN0000635,CARD00022,2024-01-24,7433.5,Nómina
TXN0000855,CARD00029,2024-01-24,3966.59,Logística
TXN0000879,CARD00030,2024-01-24,1942.86,Renta
TXN0000937,CARD00031,2024-01-24,5533.01,Insumos
TXN0001029,CARD00034,2024-01-24,2430.64,Servicios
TXN0001166,CARD00038,2024-01-24,437.03,Logística
TXN0001224,CARD00040,2024-01-24,5948.59,Logística
TXN0001679,CARD00055,2024-01-24,4421.76,Nómina
TXN0001855,CARD00060,2024-01-24,1558.63,Logística
TXN0002081,CARD00068,2024-01-24,2582.25,Logística
TXN0000568,CARD00020,2024-01-25,5302.95,Insumos
TXN0000572,CARD00020,2024-01-25,6620.24,Nómina
TXN0000600,CARD00021,2024-01-25,2864.26,Nómina
TXN0000617,CARD00022,2024-01-25,2061.28,Logística
TXN0000650,CARD00023,2024-01-25,6818.15,Renta
TXN0000654,CARD00023,2024-01-25,5445.73,Renta
TXN0000983,CARD00033,2024-01-25,5659.69,Renta
TXN0001538,CARD00050,2024-01-25,1686.25,Nómina
TXN0001676,CARD00054,2024-01-25,6688.34,Insumos
TXN0001898,CARD00061,2024-01-25,4461.29,Insumos
TXN0001935,CARD00062,2024-01-25,425.17,Logística
TXN0000060,CARD00002,2024-01-26,3728.85,Renta
TXN0000353,CARD00013,2024-01-26,5644.41,Renta
TXN0000680,CARD00024,2024-01-26,2426.73,Servicios
TXN0000985,CARD00033,2024-01-26,2546.41,Logística
TXN0001450,CARD00047,2024-01-26,5115.92,Marketing
TXN0001776,CARD00058,2024-01-26,631.03,Logística
TXN0002011,CARD00065,2024-01-26,2483.43,Nómina
TXN0002076,CARD00067,2024-01-26,1300.79,Logística
TXN0000314,CARD00012,2024-01-27,4238.54,Insumos
TXN0000374,CARD00014,2024-01-27,3837.26,Renta
TXN0000394,CARD00014,2024-01-27,7978.73,Logística
TXN0000592,CARD00021,2024-01-27,2461.54,Nómina
TXN0000714,CARD00025,2024-01-27,1428.39,Insumos
TXN0000934,CARD00031,2024-01-27,233.56,Nómina
TXN0001083,CARD00035,2024-01-27,3423.72,Servicios
TXN0001430,CARD00046,2024-01-27,1571.72,Servicios
TXN0001709,CARD00055,2024-01-27,3592.65,Servicios
TXN0001996,CARD00064,2024-01-27,3999.6,Marketing
TXN0000121,CARD00004,2024-01-28,6186.71,Renta
TXN0000161,CARD00006,2024-01-28,4958.17,Servicios
TXN0000418,CARD00015,2024-01-28,1742.05,Insumos
TXN0000610,CARD00022,2024-01-28,4440.76,Servicios
TXN0000644,CARD00022,2024-01-28,1725.56,Renta
TXN0000706,CARD00025,2024-01-28,4755.07,Marketing
TXN0000752,CARD00026,2024-01-28,5813.09,Servicios
TXN0000764,CARD00026,2024-01-28,5222.32,Insumos
TXN0001157,CARD00038,2024-01-28,1825.41,Nómina
TXN0001431,CARD00046,2024-01-28,4575.73,Nómina
TXN0001434,CARD00046,2024-01-28,1533.25,Marketing
TXN0001473,CARD00047,2024-01-28,50.0,Nómina
TXN0001718,CARD00056,2024-01-28,2060.55,Renta
TXN0001851,CARD00060,2024-01-28,5652.15,Insumos
TXN0001861,CARD00060,2024-01-28,4537.69,Renta
TXN0001991,CARD00064,2024-01-28,2982.35,Logística
TXN0000372,CARD00014,2024-01-29,3006.08,Renta
TXN0000924,CARD00031,2024-01-29,6927.02,Logística
TXN0000929,CARD00031,2024-01-29,3143.37,Marketing
TXN0001073,CARD00035,2024-01-29,5797.32,Logística
TXN0001089,CARD00035,2024-01-29,117.19,Insumos
TXN0001234,CARD00040,2024-01-29,6464.05,Servicios
TXN0001369,CARD00044,2024-01-29,4481.18,Logística
TXN0001484,CARD00048,2024-01-29,2507.57,Marketing
TXN0001533,CARD00049,2024-01-29,3051.66,Marketing
TXN0001571,CARD00050,2024-01-29,5280.09,Insumos
TXN0001786,CARD00058,2024-01-29,7110.32,Marketing
TXN0001801,CARD00058,2024-01-29,3486.02,Renta
TXN0001951,CARD00063,2024-01-29,1847.73,Logística
TXN0001965,CARD00063,2024-01-29,5322.54,Marketing
TXN0002018,CARD00065,2024-01-29,415.1,Servicios
TXN0000282,CARD00010,2024-01-30,5045.48,Marketing
TXN0000933,CARD00031,2024-01-30,298.37,Marketing
TXN0001106,CARD00036,2024-01-30,3310.14,Insumos
TXN0001246,CARD00040,2024-01-30,4144.24,Logística
TXN0001724,CARD00056,2024-01-30,4438.96,Insumos
TXN0001841,CARD00060,2024-01-30,2616.33,Marketing
TXN0002026,CARD00066,2024-01-30,2046.87,Insumos
TXN0002084,CARD00068,2024-01-30,3338.88,Servicios
TXN0000099,CARD00004,2024-01-31,4030.59,Logística
TXN0000486,CARD00018,2024-01-31,4505.18,Servicios
TXN0000614,CARD00022,2024-01-31,2455.9,Servicios
TXN0000941,CARD00032,2024-01-31,2998.7,Insumos
TXN0001085,CARD00035,2024-01-31,8108.16,Marketing
TXN0001329,CARD00043,2024-01-31,1664.78,Marketing
TXN0001459,CARD00047,2024-01-31,5546.77,Insumos
TXN0001521,CARD00049,2024-01-31,4618.65,Nómina
TXN0001579,CARD00051,2024-01-31,2911.14,Servicios
TXN0001863,CARD00060,2024-01-31,5405.13,Nómina
TXN0002040,CARD00066,2024-01-31,5537.63,Renta
TXN0000681,CARD00024,2024-02-01,1596.06,Insumos
TXN0000763,CARD00026,2024-02-01,4829.85,Marketing
TXN0001043,CARD00034,2024-02-01,5474.96,Marketing
TXN0001128,CARD00037,2024-02-01,5034.39,Nómina
TXN0001220,CARD00040,2024-02-01,2699.89,Renta
TXN0001850,CARD00060,2024-02-01,4114.04,Renta
TXN0001960,CARD00063,2024-02-01,2786.92,Servicios
TXN0001974,CARD00063,2024-02-01,4358.09,Logística
TXN0000094,CARD00004,2024-02-02,1982.45,Logística
TXN0000115,CARD00004,2024-02-02,6272.4,Nómina
TXN0000381,CARD00014,2024-02-02,542.4,Marketing
TXN0000387,CARD00014,2024-02-02,2198.66,Renta
TXN0000806,CARD00028,2024-02-02,5963.43,Insumos
TXN0000849,CARD00029,2024-02-02,2336.41,Renta
TXN0001451,CARD00047,2024-02-02,5323.13,Marketing
TXN0001642,CARD00054,2024-02-02,5549.94,Logística
TXN0002034,CARD00066,2024-02-02,3257.14,Servicios
TXN0002073,CARD00067,2024-02-02,2421.2,Logística
TXN0000070,CARD00003,2024-02-03,5205.28,Marketing
TXN0000517,CARD00019,2024-02-03,2076.84,Marketing
TXN0000795,CARD00028,2024-02-03,4692.06,Logística
TXN0000819,CARD00028,2024-02-03,4533.97,Servicios
TXN0001038,CARD00034,2024-02-03,5191.37,Servicios
TXN0001136,CARD00037,2024-02-03,2475.79,Servicios
TXN0001576,CARD00050,2024-02-03,4356.24,Insumos
TXN0001910,CARD00061,2024-02-03,3334.82,Servicios
TXN0002059,CARD00067,2024-02-03,6269.89,Nómina
TXN0000043,CARD00001,2024-02-04,531.19,Nómina
TXN0000268,CARD00010,2024-02-04,50.0,Insumos
TXN0000302,CARD00011,2024-02-04,5851.56,Logística
TXN0000636,CARD00022,2024-02-04,3882.93,Renta
TXN0000646,CARD00022,2024-02-04,3635.48,Insumos
TXN0000861,CARD00029,2024-02-04,4245.64,Marketing
TXN0000889,CARD00030,2024-02-04,1860.27,Servicios
TXN0000994,CARD00033,2024-02-04,50.0,Logística
TXN0001015,CARD00034,2024-02-04,4929.3,Renta
TXN0001376,CARD00044,2024-02-04,5627.99,Logística
TXN0001413,CARD00045,2024-02-04,50.0,Renta
TXN0001440,CARD00047,2024-02-04,6748.35,Logística
TXN0001710,CARD00055,2024-02-04,2733.62,Insumos
TXN0001792,CARD00058,2024-02-04,1118.42,Marketing
TXN0001894,CARD00061,2024-02-04,3338.23,Insumos
TXN0001971,CARD00063,2024-02-04,1056.11,Servicios
TXN0000450,CARD00017,2024-02-05,4684.93,Marketing
TXN0000674,CARD00024,2024-02-05,6050.2,Nómina
TXN0001172,CARD00038,2024-02-05,2569.84,Nómina
TXN0001345,CARD00044,2024-02-05,4494.3,Insumos
TXN0001608,CARD00052,2024-02-05,3853.87,Servicios
TXN0001680,CARD00055,2024-02-05,1686.85,Insumos
TXN0001848,CARD00060,2024-02-05,3660.72,Logística
TXN0000029,CARD00001,2024-02-06,3076.09,Insumos
TXN0000076,CARD00003,2024-02-06,1831.5,Nómina
TXN0000235,CARD00009,2024-02-06,996.05,Insumos
TXN0000402,CARD00015,2024-02-06,3319.2,Servicios
TXN0000454,CARD00017,2024-02-06,5874.74,Logística
TXN0000986,CARD00033,2024-02-06,4610.7,Renta
TXN0001028,CARD00034,2024-02-06,3790.55,Marketing
TXN0001185,CARD00039,2024-02-06,1348.44,Logística
TXN0001374,CARD00044,2024-02-06,3501.93,Marketing
TXN0001528,CARD00049,2024-02-06,2925.31,Renta
TXN0001532,CARD00049,2024-02-06,3343.7,Marketing
TXN0001806,CARD00058,2024-02-06,2118.55,Servicios
TXN0000056,CARD00002,2024-02-07,2613.39,Servicios
TXN0000151,CARD00006,2024-02-07,4030.84,Insumos
TXN0000289,CARD00010,2024-02-07,1544.66,Nómina
TXN0000306,CARD00011,2024-02-07,4151.5,Renta
TXN0000546,CARD00020,2024-02-07,650.05,Servicios
TXN0000669,CARD00024,2024-02-07,7554.34,Logística
TXN0001831,CARD00059,2024-02-07,1602.84,Nómina
TXN0001874,CARD00060,2024-02-07,1534.65,Insumos
TXN0001966,CARD00063,2024-02-07,164.78,Nómina
TXN0000034,CARD00001,2024-02-08,4523.18,Servicios
TXN0000295,CARD00011,2024-02-08,2857.6,Nómina
TXN0000538,CARD00019,2024-02-08,1383.98,Marketing
TXN0000563,CARD00020,2024-02-08,3594.54,Nómina
TXN0000717,CARD00025,2024-02-08,760.0,Marketing
TXN0001040,CARD00034,2024-02-08,3205.19,Renta
TXN0001231,CARD00040,2024-02-08,3180.37,Servicios
TXN0001330,CARD00043,2024-02-08,2807.67,Renta
TXN0001382,CARD00044,2024-02-08,850.63,Logística
TXN0001610,CARD00052,2024-02-08,2952.21,Logística
TXN0001852,CARD00060,2024-02-08,2754.7,Nómina
TXN0002066,CARD00067,2024-02-08,2295.44,Servicios
TXN0000032,CARD00001,2024-02-09,5875.25,Renta
TXN0000223,CARD00009,2024-02-09,2995.25,Logística
TXN0000390,CARD00014,2024-02-09,6499.61,Renta
TXN0000391,CARD00014,2024-02-09,6348.67,Marketing
TXN0000448,CARD00017,2024-02-09,2967.69,Servicios
TXN0000511,CARD00019,2024-02-09,1665.79,Insumos
TXN0000740,CARD00026,2024-02-09,4847.72,Logística
TXN0001129,CARD00037,2024-02-09,2988.0,Servicios
TXN0001207,CARD00039,2024-02-09,6262.0,Logística
TXN0001791,CARD00058,2024-02-09,1293.52,Nómina
TXN0002061,CARD00067,2024-02-09,1593.4,Logística
TXN0000020,CARD00001,2024-02-10,2987.43,Servicios
TXN0000074,CARD00003,2024-02-10,2255.0,Insumos
TXN0000274,CARD00010,2024-02-10,4169.58,Servicios
TXN0000370,CARD00014,2024-02-10,2924.64,Servicios
TXN0000703,CARD00024,2024-02-10,1169.2,Servicios
TXN0000749,CARD00026,2024-02-10,224.89,Logística
TXN0001062,CARD00035,2024-02-10,2046.53,Nómina
TXN0001201,CARD00039,2024-02-10,5951.04,Logística
TXN0001829,CARD00059,2024-02-10,998.64,Renta
TXN0001994,CARD00064,2024-02-10,5928.1,Renta
